Config,FM ID,First Name,Second Name,Name,Permanent Club ID,Permanent Club Name,Based Club ID,Based Club Name,Loan Club ID,Loan Club Name,Date Of Birth,Nationality ID,Nationality Name,Second Nationality ID,Second Nationality Name,Third Nationality ID,Third Nationality Name,City Of Birth ID,City Of Birth Name,GK,DL,DC,DR,WBL,WBR,DM,MC,ML,MR,AML,AMC,AMR,SC,Current Ability,Potential Ability,Left Foot,Right Foot,NFE,Squad Number
"[{""a"":""Person"",""m"":""Person"",""k"":1181890,""r"":1181890},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5109059,""r"":1181890},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":966034,""r"":1181890},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":966043,""r"":1181890}]",2000104053,Skander,Sghaier,Skander Sghaier,100980,Olympique de Béja,100980,Olympique de Béja,,,1997-09-02,1248894,Tunisia,,,,,,,,,20,10,,,,,,,,,,,95,105,5,20,,15
"[{""a"":""Person"",""m"":""Person"",""k"":1182165,""r"":1182165},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556599,""r"":1182165},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":966293,""r"":1182165},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":966302,""r"":1182165}]",2000104328,Aziz,Abid,Aziz Abid,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-04-03,1248894,Tunisia,,,,,,,,,,,,,,,17,12,20,8,15,12,90,115,7,20,,29
"[{""a"":""Person"",""m"":""Person"",""k"":1202557,""r"":1202557},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":983509,""r"":1202557},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":983506,""r"":1202557},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":983515,""r"":1202557}]",2000123500,Charfeddine,Aoun,Charfeddine Aoun,100980,Olympique de Béja,100980,Olympique de Béja,,,2000-09-09,1248894,Tunisia,,,,,,,,,,,,,20,17,,,,,,,95,110,5,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1216794,""r"":1216794},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":995552,""r"":1216794},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":995549,""r"":1216794},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":995558,""r"":1216794}]",2000137686,Aziz,Knani,Aziz Knani,90899,Espérance Sportive de Tunis,100980,Olympique de Béja,100980,Olympique de Béja,2002-03-20,1248894,Tunisia,,,,,39845,Tunis,,12,20,,,,,,,,,,,,90,115,20,5,,
"[{""a"":""Person"",""m"":""Person"",""k"":1216794,""r"":1216794},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5505028,""r"":1216794},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":995549,""r"":1216794},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":995558,""r"":1216794}]",2000137686,Aziz,Knani,Aziz Knani,90899,Espérance Sportive de Tunis,100980,Olympique de Béja,100980,Olympique de Béja,2002-03-20,1248894,Tunisia,,,,,39845,Tunis,,12,20,,,,,,,,,,,,90,115,20,5,,
"[{""a"":""Person"",""m"":""Person"",""k"":1232764,""r"":1232764},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556933,""r"":1232764},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1009901,""r"":1232764},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1009910,""r"":1232764}]",2000153529,Naman,Keïta,Naman Keïta,100980,Olympique de Béja,100980,Olympique de Béja,,,2001-12-31,1248800,Mali,,,,,,,,,,,,,,,,,,,,20,82,100,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1334261,""r"":1334261},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":1103342,""r"":1334261},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1104341,""r"":1334261},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1103349,""r"":1334261}]",2000254261,Souhaieb,Abdelli,Souhaieb Abdelli,100980,Olympique de Béja,100980,Olympique de Béja,,,2004-11-18,1248894,Tunisia,,,,,,,,,,,,,,,18,15,20,,15,,80,-55,5,20,,18
"[{""a"":""Person"",""m"":""Person"",""k"":1360189,""r"":1360189},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":1124502,""r"":1360189},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1125501,""r"":1360189},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1124510,""r"":1360189}]",2000279349,Yahia,Mtiri,Yahia Mtiri,93537,Club Africain,100980,Olympique de Béja,100980,Olympique de Béja,2004-11-03,1248894,Tunisia,,,,,,,,,,,,,17,20,,,,,,,90,-6,7,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1360189,""r"":1360189},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5503779,""r"":1360189},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1125501,""r"":1360189},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1124510,""r"":1360189}]",2000279349,Yahia,Mtiri,Yahia Mtiri,93537,Club Africain,100980,Olympique de Béja,100980,Olympique de Béja,2004-11-03,1248894,Tunisia,,,,,,,,,,,,,17,20,,,,,,,90,-6,7,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1360267,""r"":1360267},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":1124580,""r"":1360267},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1125579,""r"":1360267},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1124588,""r"":1360267}]",2000279427,Mohamed Aziz,Taboubi,Mohamed Aziz Taboubi,100980,Olympique de Béja,100980,Olympique de Béja,,,2001-01-14,1248894,Tunisia,,,,,,,,,,,,,,15,12,11,13,20,12,,82,95,9,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1360269,""r"":1360269},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":1124582,""r"":1360269},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1125581,""r"":1360269},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1124590,""r"":1360269}]",2000279429,Chahine,Smaoui,Chahine Smaoui,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-08-18,1248894,Tunisia,,,,,,,20,,,,,,,,,,,,,,90,110,3,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1360275,""r"":1360275},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":1124588,""r"":1360275},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1125587,""r"":1360275},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1124596,""r"":1360275}]",2000279435,Islem,Chelghoumi,Islem Chelghoumi,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-10-19,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,82,105,5,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1360277,""r"":1360277},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":1124590,""r"":1360277},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1125589,""r"":1360277},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1124598,""r"":1360277}]",2000279437,Mohamed Hedi,Hadouchi,Mohamed Hedi Hadouchi,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-05-18,1248894,Tunisia,,,,,,,,,,,10,,,,15,18,15,8,20,,90,110,20,5,,
"[{""a"":""Person"",""m"":""Person"",""k"":1360282,""r"":1360282},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":1124595,""r"":1360282},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1125594,""r"":1360282},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1124603,""r"":1360282}]",2000279442,Firas,Fadhli,Firas Fadhli,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-06-26,1248894,Tunisia,,,,,,,,,,20,,14,16,18,,11,,12,8,,90,110,5,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1407792,""r"":1407792},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5210722,""r"":1407792},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1167615,""r"":1407792},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1166639,""r"":1407792}]",2000326699,Baha,Cherni,Baha Cherni,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-08-13,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,20,82,100,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1410746,""r"":1410746},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5232720,""r"":1410746},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1170260,""r"":1410746},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1169284,""r"":1410746}]",2000329599,Youssef,Melki,Youssef Melki,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-06-06,1248894,Tunisia,,,,,,,,,14,,,,20,18,,,,,,,80,100,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1410747,""r"":1410747},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5232721,""r"":1410747},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1170261,""r"":1410747},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1169285,""r"":1410747}]",2000329600,Abdoulaye,Bathily,Abdoulaye Bathily,100980,Olympique de Béja,100980,Olympique de Béja,,,2002-08-07,1248800,Mali,1248747,France,,,,,,,,,,,,17,15,8,20,17,10,8,82,100,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412626,""r"":1412626},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5242987,""r"":1412626},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172069,""r"":1412626},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171093,""r"":1412626}]",2000331449,Bechir,Hasni,Bechir Hasni,100980,Olympique de Béja,100980,Olympique de Béja,,,2004-09-09,1248894,Tunisia,,,,,,,,,,,,,,,,,20,16,14,12,78,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412627,""r"":1412627},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5712054,""r"":1412627},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172070,""r"":1412627},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171094,""r"":1412627}]",2000331450,Hamza,Houiji,Hamza Houiji,100980,Olympique de Béja,100980,Olympique de Béja,,,2006-09-26,1248894,Tunisia,,,,,,,,,,,,,20,18,,,,,,,78,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412628,""r"":1412628},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5242989,""r"":1412628},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172071,""r"":1412628},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171095,""r"":1412628}]",2000331451,Heni,Daghbouji,Heni Daghbouji,100980,Olympique de Béja,100980,Olympique de Béja,,,2004-07-31,1248894,Tunisia,,,,,,,,,16,20,,17,,,,,,,,,75,-55,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412629,""r"":1412629},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5242990,""r"":1412629},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172072,""r"":1412629},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171096,""r"":1412629}]",2000331452,Amine,Melki,Amine Melki,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-03-06,1248894,Tunisia,,,,,,,,,16,20,,14,,,,,,,,,78,100,6,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412630,""r"":1412630},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5242991,""r"":1412630},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172073,""r"":1412630},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171097,""r"":1412630}]",2000331453,Aziz,Gharbi,Aziz Gharbi,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-07-18,1248894,Tunisia,,,,,,,,,20,12,,,,,,,,,,,82,100,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412631,""r"":1412631},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5242992,""r"":1412631},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172074,""r"":1412631},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171098,""r"":1412631}]",2000331454,Arbi,Dakhli,Arbi Dakhli,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-08-16,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,75,100,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412632,""r"":1412632},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5242993,""r"":1412632},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172075,""r"":1412632},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171099,""r"":1412632}]",2000331455,Ahmed,Fatnassi,Ahmed Fatnassi,100980,Olympique de Béja,100980,Olympique de Béja,,,2004-04-29,1248894,Tunisia,,,,,,,20,,,,,,,,,,,,,,78,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412640,""r"":1412640},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5243014,""r"":1412640},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172083,""r"":1412640},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171107,""r"":1412640}]",2000331463,Majd,Hedhli,Majd Hedhli,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-09-26,1248894,Tunisia,,,,,,,,,15,,,,20,17,,,,,,,80,105,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412641,""r"":1412641},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5243015,""r"":1412641},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172084,""r"":1412641},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171108,""r"":1412641}]",2000331464,Rayen,Hammami,Rayen Hammami,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-04-14,1248894,Tunisia,,,,,,,,20,,,18,,,,,,,,,,82,100,20,5,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412642,""r"":1412642},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5243016,""r"":1412642},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172085,""r"":1412642},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171109,""r"":1412642}]",2000331465,Obaid,Mekni,Obaid Mekni,100980,Olympique de Béja,100980,Olympique de Béja,,,2004-05-10,1248894,Tunisia,,,,,,,,,,12,,11,,,,12,12,,18,20,85,-6,-2,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412643,""r"":1412643},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5243017,""r"":1412643},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172086,""r"":1412643},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171110,""r"":1412643}]",2000331466,Mohamed Amine,Chihi,Mohamed Amine Chihi,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-06-06,1248894,Tunisia,,,,,,,,,,,,,,12,,,15,20,12,10,75,100,20,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412644,""r"":1412644},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5243018,""r"":1412644},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172087,""r"":1412644},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171111,""r"":1412644}]",2000331467,Saif,Jabri,Saif Jabri,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-01-31,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,20,80,100,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412655,""r"":1412655},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5719158,""r"":1412655},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172098,""r"":1412655},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171122,""r"":1412655}]",2000331478,Ayoub,Nasri,Ayoub Nasri,100980,Olympique de Béja,100980,Olympique de Béja,,,2004-05-27,1248894,Tunisia,,,,,,,,12,,,10,,20,15,,,,,,,79,-55,20,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412656,""r"":1412656},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5243084,""r"":1412656},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172099,""r"":1412656},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171123,""r"":1412656}]",2000331479,Mohamed,Melki,Mohamed Melki,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-01-01,1248894,Tunisia,,,,,,,,,16,,,,20,12,,,,,,,78,100,12,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412682,""r"":1412682},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5243199,""r"":1412682},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172125,""r"":1412682},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171149,""r"":1412682}]",2000331505,Mohamed Abbas,Chihi,Mohamed Abbas Chihi,100980,Olympique de Béja,100980,Olympique de Béja,,,2004-02-03,1248894,Tunisia,,,,,,,,20,,10,17,10,,,,,,,,,75,105,20,10,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412685,""r"":1412685},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5243220,""r"":1412685},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172128,""r"":1412685},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171152,""r"":1412685}]",2000331508,Seif,Amdouni,Seif Amdouni,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-03-06,1248894,Tunisia,,,,,,,,,,,,,,,,,,20,,16,78,100,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412688,""r"":1412688},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5494609,""r"":1412688},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172131,""r"":1412688},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171155,""r"":1412688}]",2000331511,Ayoub,Saidi,Ayoub Saidi,100980,Olympique de Béja,100980,Olympique de Béja,,,2003-09-10,1248894,Tunisia,,,,,,,20,,,,,,,,,,,,,,77,95,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412689,""r"":1412689},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5243237,""r"":1412689},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172132,""r"":1412689},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171156,""r"":1412689}]",2000331512,Firas,Maalaoui,Firas Maalaoui,100980,Olympique de Béja,100980,Olympique de Béja,,,,1248894,Tunisia,,,,,,,,,,,,,20,16,,,,,,,75,100,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1412691,""r"":1412691},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5243242,""r"":1412691},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1172134,""r"":1412691},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1171158,""r"":1412691}]",2000331514,Taher,Guesmi,Taher Guesmi,100980,Olympique de Béja,100980,Olympique de Béja,,,,1248894,Tunisia,,,,,,,,,,,,,,20,,,,,,,75,100,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1414173,""r"":1414173},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5556477,""r"":1414173},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1173602,""r"":1414173},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1172626,""r"":1414173}]",2000332996,Elyes,Mejri,Elyes Mejri,100980,Olympique de Béja,100980,Olympique de Béja,,,1998-12-04,1248894,Tunisia,,,,,,,,20,11,,14,,,,,,,,,,85,90,20,4,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435673,""r"":1435673},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5560500,""r"":1435673},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1190183,""r"":1435673},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1189208,""r"":1435673}]",2000354249,Elyes,Dhaoui,Elyes Dhaoui,100980,Olympique de Béja,100980,Olympique de Béja,,,2008-04-15,1248894,Tunisia,,,,,39976,Béja,,,,,,,15,20,,,,16,,,75,-75,9,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1440815,""r"":1440815},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5328963,""r"":1440815},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1194530,""r"":1440815},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1193555,""r"":1440815}]",2000359385,Zaberjed,Aloui,Zaberjed Aloui,100980,Olympique de Béja,100980,Olympique de Béja,,,,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,60,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1440816,""r"":1440816},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5328968,""r"":1440816},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1194531,""r"":1440816},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1193556,""r"":1440816}]",2000359386,Hamza,Rihani,Hamza Rihani,100980,Olympique de Béja,100980,Olympique de Béja,,,,1248894,Tunisia,,,,,,,,,,20,,17,,,,,,,,,62,-55,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1440817,""r"":1440817},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5557781,""r"":1440817},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1194532,""r"":1440817},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1193557,""r"":1440817}]",2000359387,Fares,Abidi,Fares Abidi,100980,Olympique de Béja,100980,Olympique de Béja,,,,1248894,Tunisia,,,,,39976,Béja,,,,,,,,,,10,12,,20,15,70,-65,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1440818,""r"":1440818},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5328975,""r"":1440818},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1194533,""r"":1440818},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1193558,""r"":1440818}]",2000359388,Ahmed,Jouini,Ahmed Jouini,100980,Olympique de Béja,100980,Olympique de Béja,,,2008-06-18,1248894,Tunisia,,,,,,,,,,,,,15,17,,,8,20,8,10,66,-65,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1440819,""r"":1440819},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5328977,""r"":1440819},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1194534,""r"":1440819},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1193559,""r"":1440819}]",2000359389,Ghaith,Dridi,Ghaith Dridi,100980,Olympique de Béja,100980,Olympique de Béja,,,,1248894,Tunisia,,,,,,,,18,,,20,,,,15,,,,,,58,-55,20,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1440820,""r"":1440820},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5328979,""r"":1440820},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1194535,""r"":1440820},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1193560,""r"":1440820}]",2000359390,Amanallah,Hasni,Amanallah Hasni,100980,Olympique de Béja,100980,Olympique de Béja,,,,1248894,Tunisia,,,,,,,,,,,,,,12,,,,20,,12,57,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1440821,""r"":1440821},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5328980,""r"":1440821},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1194536,""r"":1440821},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1193561,""r"":1440821}]",2000359391,Mohamed Iyed,Amdouni,Mohamed Iyed Amdouni,100980,Olympique de Béja,100980,Olympique de Béja,,,,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,53,-5,,,,
